	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18
pseudo_4594	0.148238364	0.093066803	0.107706622		0.06359063	0.047456647	0.021987936	
pseudo_4595	0.042243143	0.052175604	0.09712552		0.002493295	1.189120967	0.214180615	
pseudo_4596	0.155360405	0.113696993	0.093264321		0.273298315	0.800027069	0.265125939	
pseudo_4597	2.591070695	0.140553607	1.543268074		2.697680844	1.478076163	2.384310003	
pseudo_4598	0.321632453	0.093913324	0.207653905		1.188353697	0.006258265	0.398135251	
pseudo_4599	0.014091523	0.116010305	0.106645199		0.039783452	0.003519348	0.006496965	
pseudo_46	0.522414598	0.007632505	0.284198669		0.010158757	0.043429016	0.03278125	
pseudo_460	0.27641357	0.637502105	0.303115903		0.540989242	0.178127318	0.000736428	
pseudo_4600	1.432595235	0.707226126	0.897473155		0.823649625	0.315991069	0.831884158	
pseudo_4601	2.322530932	0.58387588	2.029580883		4.295193361	0.1553985	1.988671916	
pseudo_4602	0.890769097	0.397812213	0.927868744		0.806040209	0.296721025	0.529850083	
pseudo_4603	0.770442921	0.038952194	0.173924121		0.081334826	0.048975374	0.034663756	
pseudo_4604	0.15802816	0.001330971	0.001982049		0.020661634	0.128278281	0.006319675	
pseudo_4605	0.04374692	0.237995103	0.008449223		0.133790437	0.402415009	0.000495234	
pseudo_4606	1.141138026	0.32250196	0.020221002		0.424792949	0.076528888	0.097556312	
pseudo_4607	0.486649509	0.353363979	1.211835258		0.025214379	0.28457067	0.028630612	
pseudo_4608	0.100306801	0.006424025	0.071810033		0.009142231	0.727044397	0.12408889	
pseudo_4609	0.316347051	0.184544045	0.328414092		0.031126518	0.164811685	0.224511334	
pseudo_461	0.374236893	0.332262576	0.794487532		0.765890665	1.021360451	1.063190998	
pseudo_4610	0.050780382	0.445627301	0.04513102		0.196591794	0.657158451	0.564146631	
pseudo_4611	0.298371517	0.454308666	0.006392354		0.337701493	0.854277824	0.70190924	
pseudo_4612	1.277463597	2.906422821	2.273163389		1.369900153	0.808263	1.123929431	
pseudo_4613	0.000723334	0.008817192	0.006840332		0.005719451	0.003977182	0.003005396	
pseudo_4614	0.197371234	0.435445924	0.808172645		0.159261	0.122712813	0.073931224	
pseudo_4615	0.070476239	0.235109609	0.007687954		0.133833243	0.070881575	0.011237298	
pseudo_4616	0.011497716	0.016820135	0.031170633		0.363136698	0.517692273	0.894184917	
pseudo_4617	0.441289556	0.293832902	0.351254396		1.460666259	0.110717023	0.406923784	
pseudo_4618	0.044293782	0.025747529	0.010827185		0.053410593	0.027112091	0.024005001	
pseudo_4619	0.296734393	0.094958007	0.008124047		0.967481411	0.029566234	0.199029203	
pseudo_462	0.053114249	0.072765115	0.056881113		0.107373165	0.297057002	0.183346869	
pseudo_4620	0.002699755	0.000274925	0.014641624		0.054963187	0.003964557	0.059479973	
pseudo_4621	0.028353357	0.075495811	0.077182661		0.057927246	0.172287692	0.009113003	
pseudo_4622	0.519139289	2.875261021	1.936523145		0.018272983	0.320986475	0.320231092	
pseudo_4623	0.002293735	0.521969829	0.106234307		0.102992425	0.131103961	0.023477177	
pseudo_4624	0.036490785	0.090981688	0.082503225		0.323592369	0.222251936	0.19722953	
pseudo_4625	0.0062314	0.73643751	0.232447279		0.133831086	0.117893647	0.023018136	
pseudo_4626	0.095115762	0.091306001	0.149437874		0.156934672	0.116223176	0.18934924	
pseudo_4627	4.70E-05	0.102983492	0.018572082		0.18702346	0.312203908	0.661776065	
pseudo_4628	0.027146429	0.003393617	0.045808921		0.00405858	0.186393955	0.094124594	
pseudo_4629	0.405200255	0.005326477	0.226049847		1.336240615	0.032267608	0.428599856	
pseudo_463	0.004070075	0.156468339	0.025095886		0.053720924	0.128174522	0.01193653	
pseudo_4630	0.674563835	0.02711534	0.226019118		0.06056637	1.068445198	0.112076302	
pseudo_4631	0.058255672	0.227583275	0.017778614		0.013777048	0.015629804	0.002937915	
pseudo_4632	0.007944504	2.205214245	0.801643157		0.61612781	0.678674882	1.123769786	
pseudo_4633	0.377057193	0.178219965	0.445198423		1.238593553	0.540764619	1.068006476	
pseudo_4634	0.054421221	0.241715459	0.118265433		0.006087554	0.008274532	0.015679187	
pseudo_4635	3.091196681	1.716750352	1.842626009		4.281921244	3.03535636	5.164868847	
pseudo_4636	0.566195936	0.053258521	0.000169903		0.145038163	0.143554833	0.009370122	
pseudo_4637	0.09789971	0.015398624	0.02112291		0.42767512	0.354949796	0.435530246	
pseudo_4638	0.019397074	0.351252251	0.078740931		0.162631009	0.832428183	0.46206924	
pseudo_4639	0.709138356	0.133779286	1.244426305		0.238686029	1.389027469	1.154524208	
pseudo_464	0.012805135	0.085817937	0.012829533		0.017773321	0.109701566	0.035374942	
pseudo_4640	0.136496303	0.375730412	0.400103236		0.105451639	0.930896527	1.042221384	
pseudo_4641	0.140738423	0.521777448	0.022000046		0.003136425	0.068178378	0.036987426	
pseudo_4642	0.036938519	0.671408752	0.08706763		0.059408562	0.078523691	0.000827602	
pseudo_4643	0.782937795	0.471409106	0.633492475		0.189429635	0.134792575	0.250839108	
pseudo_4644	0.798660479	0.012255435	0.08641421		0.08796436	0.056836962	0.087330745	
pseudo_4645	0.006246495	0.012903147	0.008157989		0.045822536	0.151472554	0.101470411	
pseudo_4646	0.008847146	0.013843398	0.011367616		0.018133161	0.044957968	0.057197111	
pseudo_4647	0.654716532	0.040969967	0.108668526		0.070649455	0.019458995	0.072319127	
pseudo_4648	0.018031675	0.117724174	0.040053315		0.424099598	0.002356819	0.075792813	
pseudo_4649	1.823257057	0.624072582	1.737985507		0.887653733	0.059652617	0.049885413	
pseudo_465	1.287366341	1.264699457	1.779112833		2.028439616	2.879440483	2.97310426	
pseudo_4650	0.472689582	0.11365708	0.005051824		0.234092677	0.356404048	0.050241452	
pseudo_4651	0.153401332	0.556086863	0.319990679		0.13676179	1.371012642	0.937818879	
pseudo_4652	0.285919792	0.055633669	0.058128127		0.096804555	0.079515425	0.116208496	
pseudo_4653	0.014519582	0.152080348	0.042605939		0.000521291	0.026896556	0.043313927	
pseudo_4654	0.009993882	0.064889051	0.001957595		0.005401527	0.068457594	0.116230129	
pseudo_4655	0.030124426	0.118133128	0.039937692		0.119936341	0.022129187	0.017935551	
pseudo_4656	0.064810843	0.016638555	0.051021951		0.495631715	0.074496445	0.354026377	
pseudo_4657	0.198363826	0.125908885	0.540490884		1.519889536	0.093150466	0.96471614	
pseudo_4658	0.969668574	0.08846421	0.272413838		0.036154955	0.024285944	0.043498422	
pseudo_4659	0.045188419	2.157717784	0.373676518		0.077037922	0.296844951	0.082140893	
pseudo_466	0.250733988	0.044058501	0.087968726		0.001632934	0.007903457	0.140226835	
pseudo_4660	0.667949036	0.112473724	0.340239592		2.403785606	0.082725679	0.308917144	
pseudo_4661	0.53836753	1.441066465	1.051280578		0.276386824	2.229528257	0.342767265	
pseudo_4662	0.05800123	1.392289047	0.164442215		0.001816171	1.261591837	0.444828266	
pseudo_4663	0.04747194	0.031918879	0.027129459		0.724731131	0.078907263	0.199141537	
pseudo_4664	0.077197889	0.44147282	0.017650546		0.072263411	0.022691728	0.019011765	
pseudo_4665	1.570112663	0.016834816	0.609360788		2.007466244	0.290056249	0.507569218	
pseudo_4666	0.363654162	2.311599286	0.912712279		0.513335666	2.930317727	2.804269066	
pseudo_4667	0.146057972	0.048542412	0.077811476		0.095493907	0.003103422	0.037272454	
pseudo_4668	0.304913746	0.408794883	0.019632143		0.194224544	0.046925983	0.239036392	
pseudo_4669	0.247638074	0.049091725	0.063180051		0.895545057	0.058648692	0.085143138	
pseudo_467	0.497577084	0.001367302	0.085992446		1.151939996	0.130228384	0.102049915	
pseudo_4670	0.229502409	0.619213128	0.468170073		0.055444304	1.778742526	1.223119403	
pseudo_4671	0.021586541	0.15110224	0.122432067		0.010809851	0.065556618	0.017544811	
pseudo_4672	0.03233565	0.45067225	0.273272061		0.143190002	0.42231467	0.195332446	
pseudo_4673	0.054611358	0.011975504	0.024375389		0.004645501	0.050428916	0.05428517	
pseudo_4674	0.297296991	0.029346418	0.421436776		0.355997227	0.501162465	0.743911824	
pseudo_4675	1.532442936	0.162026506	1.053552978		1.709736212	1.935732461	2.407659133	
pseudo_4676	0.093131668	0.016795789	0.012735152		0.265914932	0.23751266	0.028667458	
pseudo_4677	0.597565468	0.273914852	0.357243626		2.472372455	0.202443119	0.862218611	
pseudo_4678	0.026015833	2.170555836	1.144226607		0.047542043	1.16942977	0.359008069	
pseudo_4679	0.362266679	0.017970911	0.06397629		0.020673639	0.296614218	0.00340373	
pseudo_468	0.688443848	0.289132303	0.678323663		0.761372294	2.158913574	0.966348947	
pseudo_4680	0.448599755	0.035932007	0.100970091		0.271372845	0.266873759	0.633188477	
pseudo_4681	1.158144266	0.552176728	1.811855151		0.998833727	0.34974687	0.569784977	
pseudo_4682	0.057248338	0.003086236	0.045348084		0.052690271	0.00327648	0.026777895	
pseudo_4683	0.029240626	0.009067568	0.027808916		0.132550083	0.111073318	0.00906578	
pseudo_4684	0.053264713	0.229308514	0.039313532		0.000414999	0.009705271	0.013426199	
pseudo_4685	0.039673494	0.645932531	0.384769571		0.005852404	0.734782011	0.228111222	
pseudo_4686	0.002034035	0.057277142	0.010903374		0.197395026	0.171299194	0.040550066	
pseudo_4687	1.056583586	0.034789581	0.261386959		0.852250315	0.000941286	0.258782297	
pseudo_4688	0.841598738	1.213954187	1.373562132		1.713284061	0.23947203	1.223672331	
pseudo_4689	0.222620677	0.584508381	0.590975463		0.772367268	1.877627179	1.644540101	
pseudo_469	0.042092199	0.312005937	0.248042264		0.146780137	0.023375863	0.057598182	
pseudo_4690	0.057230844	0.086262237	0.057886514		0.108718911	0.228018755	0.010741709	
pseudo_4691	0.004754786	0.122012426	0.003637727		0.223296182	0.10530509	0.002975531	
pseudo_4692	0.004584312	0.440730737	0.119387834		0.053225344	0.220207047	0.187479378	
pseudo_4693	0.709068393	0.058375783	0.165652373		0.811799574	0.310619685	0.643010204	
pseudo_4694	0.234835978	0.099085406	0.001373137		0.275987813	1.143844974	0.577739101	
pseudo_4695	0.012242947	0.734638164	0.184116102		0.066057063	1.132487194	0.184876251	
pseudo_4696	0.263980016	0.029619287	0.075977187		0.466168645	0.017271361	0.191024796	
pseudo_4697	0.192158643	0.385747963	0.093768346		0.231978634	1.053888589	0.091600314	
pseudo_4698	0.209911038	0.040669693	0.017519159		0.05477544	0.002611036	0.027178693	
pseudo_4699	0.047979148	0.745669759	0.292158242		0.006195795	0.118478127	0.011534001	
pseudo_47	0.506754874	0.610232205	0.645610882		0.727060028	0.812741318	1.021600705	
pseudo_470	2.261228242	1.886611375	2.809376907		0.520398511	1.868550334	1.021871575	
pseudo_4700	0.008772082	1.508144696	0.361715969		0.240017909	1.057759139	0.78524412	
pseudo_4701	0.660500318	0.008465945	0.097456343		0.205113842	0.162992594	0.661061652	
pseudo_4702	0.013321103	0.019142351	0.002370232		0.007560136	0.049201055	0.011131833	
pseudo_4703	0.154024087	0.015923035	0.027334033		0.111320982	0.037274933	0.097221755	
pseudo_4704	0.201943098	0.363965022	0.299003396		0.088402683	0.612564307	0.274558465	
pseudo_4705	0.028563326	0.018645908	0.046435718		0.149432742	0.164840751	0.230930593	
pseudo_4706	0.129524783	0.599350237	0.416612975		1.276761522	0.242983814	0.838880981	
pseudo_4707	0.132792356	0.610959534	0.3335034		0.210338005	0.118317929	0.189563256	
pseudo_4708	0.529001598	0.388017576	0.018473331		0.078095156	0.073487858	0.084422289	
pseudo_4709	0.225731436	0.000409581	0.065589352		0.106260908	0.385041467	0.123248748	
pseudo_471	0.103412725	0.481795426	0.289086595		0.035000306	0.451696597	0.114576334	
pseudo_4710	0.163287422	1.624514173	1.175720408		0.013139684	0.002576653	0.037345114	
pseudo_4711	0.16051083	0.255906538	0.004219171		0.539966176	0.040975509	0.133312301	
pseudo_4712	0.01086286	3.49006639	1.331192302		0.043222312	2.52185993	0.602879385	
pseudo_4713	0.195539798	0.014507321	0.079507849		0.495310919	0.00836922	0.097317046	
pseudo_4714	1.827075069	0.141187139	0.238740692		0.228129154	0.162200588	0.010001915	
pseudo_4715	0.010125821	0.107245337	0.000516543		0.000385532	0.383041435	0.093058098	
pseudo_4716	0.10344083	0.20762645	0.02079119		0.049853193	0.759559459	0.116920769	
pseudo_4717	0.003024926	0.017223839	0.030190147		0.000878481	0.026235546	0.004522257	
pseudo_4718	0.10899372	0.010064103	0.006942595		0.093308944	0.002246396	0.002672824	
pseudo_4719	0.079628084	0.016870151	5.88E-05		0.01856398	0.020114841	0.038390674	
pseudo_472	0.276057238	0.028155156	0.101953028		0.327508177	0.020718862	0.061908447	
pseudo_4720	0.149774397	0.519582026	0.877762291		0.003881578	1.017254968	0.443685052	
pseudo_4721	0.463039346	1.334621512	0.876801691		1.186550658	1.212980422	1.23614918	
pseudo_4722	1.147475659	0.545758146	1.126635063		0.699498807	0.095996427	0.223247292	
pseudo_4723	0.021447893	0.065973821	0.000671345		0.023090468	0.019648831	0.025563121	
pseudo_4724	0.004653057	0.943009634	0.264296992		0.021670915	0.05589202	0.113603485	
pseudo_4725	0.022560964	0.013658698	0.028951726		0.299808266	0.002286869	0.18357596	
pseudo_4726	1.421752011	0.046810763	0.593954864		0.218647221	0.057012011	0.093834152	
pseudo_4727	0.232682229	1.164584344	0.785596196		0.040633072	0.12529929	0.001149202	
pseudo_4728	0.087896396	0.055331863	0.045286792		0.07230848	0.074459948	0.087759965	
pseudo_4729	0.172029909	0.178756278	0.015025675		0.129989307	0.164699145	0.19571117	
pseudo_473	0.704801859	2.205238102	1.825566731		0.005732805	3.848303711	1.370233337	
pseudo_4730	1.143325861	1.370853099	1.925866681		2.317644845	2.162408535	2.923140661	
pseudo_4731	0.358840946	0.050459617	0.058295371		0.291895632	0.222009653	0.001484089	
pseudo_4732	0.17649893	5.672251328	2.722181174		0.666815379	3.144816083	2.149709445	
pseudo_4733	0.637002455	0.016032686	0.220259293		2.05701331	0.020911369	0.80349891	
pseudo_4734	0.126727288	0.197900311	0.183534378		0.202629257	0.06803793	0.250275342	
pseudo_4735	0.097410847	1.012831044	0.267400935		0.346734262	0.679351914	0.652405012	
pseudo_4736	0.007156765	0.133725155	0.048081078		0.021022575	0.293302123	0.110122074	
pseudo_4737	0.040245536	0.46577636	0.012039496		0.031664328	0.516174444	0.016714791	
pseudo_4738	0.115523287	0.120140076	0.069286305		0.11431546	0.185014347	0.197129509	
pseudo_4739	0.438074278	0.014110311	0.13731601		1.723922362	0.08783873	0.323730199	
pseudo_474	0.240734409	2.112539817	0.497580217		1.031073356	1.882151565	1.924336735	
pseudo_4740	0.378660264	0.118136215	0.06340838		1.012058805	0.273821138	0.080275243	
pseudo_4741	1.712706741	0.197453942	1.288901317		0.432378934	0.157424489	0.293286625	
pseudo_4742	0.22336663	1.184968442	0.075123955		0.000520941	0.292735343	0.087715398	
pseudo_4743	0.018370586	0.134828549	0.063917844		0.325732757	0.000888269	0.028814939	
pseudo_4744	3.261030152	4.164003102	4.703423871		2.041627747	1.038833717	2.394586421	
pseudo_4745	0.001599749	0.433082117	0.088897764		0.003518186	0.045667349	0.000154983	
pseudo_4746	0.468282705	0.119152631	0.462456412		0.971745367	0.048822571	0.716081132	
pseudo_4747	0.932255841	0.133948141	0.059420967		0.017932125	0.022395017	0.03724462	
pseudo_4748	0.228108128	1.367897699	1.078649805		0.468244047	2.148962306	1.091007631	
pseudo_4749	0.270722185	0.027102542	0.286969364		0.046326734	0.318886497	0.013233314	
pseudo_475	0.22304824	0.504230984	0.252152635		0.173411436	0.070404662	0.103568869	
pseudo_4750	0.018803314	0.107448872	0.081944851		1.071444714	0.151694947	1.066384425	
pseudo_4751	0.017271444	1.248370491	0.356399694		0.125497496	0.67674069	0.422618545	
pseudo_4752	0.006069371	2.341286716	0.933733362		0.422287403	0.602642001	0.781551903	
pseudo_4753	2.012751571	1.645811126	2.331526033		0.861778812	2.330256461	2.532681822	
pseudo_4754	0.000183607	0.340506548	0.073601905		0.041840054	0.029422175	0.061514605	
pseudo_4755	0.004136925	0.747157793	0.230392896		0.02530352	1.453914168	0.281385192	
pseudo_4756	0.598036966	0.128976221	0.020184965		0.105130816	0.033888821	0.116864315	
pseudo_4757	0.08722002	0.033104143	0.03077638		0.09217935	0.165584565	0.020144061	
pseudo_4758	0.106549971	0.131470228	0.115136612		0.156494362	0.169375774	0.052999466	
pseudo_4759	0.067691709	0.003063238	0.094909458		0.037813538	0.015042216	0.0383956	
pseudo_476	1.719284319	0.431853871	1.184143086		0.117540514	1.0548453	0.902103216	
pseudo_4760	0.003580183	0.054326956	0.035028989		0.179790607	0.058751219	0.208524436	
pseudo_4761	0.126681503	0.088477009	0.02640148		0.050644832	0.584943519	0.129858572	
pseudo_4762	0.593261449	0.182093313	0.022813243		0.172571956	0.531545149	0.323455584	
pseudo_4763	0.00896554	0.041487772	0.066984012		0.093165082	0.091012501	0.1186059	
pseudo_4764	0.354955745	0.021543232	0.190572889		0.00067499	0.199924104	0.02259965	
pseudo_4765	1.957865791	1.125208455	1.853847651		1.286408173	1.977759035	2.530642648	
pseudo_4766	0.091333318	1.64126574	0.96712077		1.861944552	4.027041125	3.540024377	
pseudo_4767	2.995880889	3.793125018	4.373305593		1.487093711	1.653766574	2.044082078	
pseudo_4768	0.026658545	0.036730729	0.011646082		0.167639543	0.015555862	0.035807708	
pseudo_4769	0.039592315	0.099294033	0.006223113		0.014911641	0.110221661	0.001586765	
pseudo_477	0.137815693	0.376083534	0.548546499		0.268748075	0.05183975	0.145104775	
pseudo_4770	0.117445875	0.911439416	0.617264285		0.50348997	1.731751657	1.427286216	
pseudo_4771	0.000429819	0.087391061	0.011761784		0.019262503	0.517216708	0.099425396	
pseudo_4772	0.13778224	0.032349281	0.011931197		0.898104763	0.054988565	0.380427973	
pseudo_4773	0.846147319	0.011676826	0.283716143		0.487428123	0.071677381	0.191534328	
pseudo_4774	0.044520371	0.00878995	0.107070877		0.079815727	0.091007035	0.101933278	
pseudo_4775	0.150726835	0.097149634	0.005010689		1.175231511	0.01472388	0.233228743	
pseudo_4776	0.127047683	0.027359714	0.114967168		0.144865504	0.179987164	0.257611373	
pseudo_4777	0.040071192	0.120722591	0.067876344		0.00250198	0.077387887	0.073327463	
pseudo_4778	0.008246993	0.068922702	0.073049074		0.14542479	0.008610994	0.030064344	
pseudo_4779	0.014657307	0.853484453	0.379224096		0.012050754	0.725359867	0.147890044	
pseudo_478	0.302437859	0.529554205	0.510545481		0.309091891	2.242610541	1.521352039	
pseudo_4780	0.016143738	0.068608329	0.002100282		0.138509541	0.011297511	0.067033357	
pseudo_4781	0.860119134	0.001534821	0.127798571		0.19580383	0.007969178	0.035278567	
pseudo_4782	3.545799986	0.502316521	2.148787683		5.53869623	0.278715233	2.452067299	
pseudo_4783	1.035356104	0.752284648	1.138514443		0.763708603	0.863223805	0.885969214	
pseudo_4784	0.171977789	0.147563759	0.29731023		0.024611697	0.257721705	0.262617958	
pseudo_4785	0.015885697	0.002975965	0.011363959		0.287462176	1.716046919	1.158274444	
pseudo_4786	0.000853219	0.517443749	0.392179985		0.078116548	0.330641516	0.106651104	
pseudo_4787	0.112914229	0.202527608	0.010339873		0.128668634	0.002870034	0.035852424	
pseudo_4788	0.034826197	0.002102811	0.033411828		0.019822295	0.290678692	0.004365707	
pseudo_4789	0.290353709	0.689241131	0.652311109		0.025589253	0.17086393	0.035406659	
pseudo_479	0.02438888	0.101584262	0.037776336		0.04621121	0.435970047	0.24995765	
pseudo_4790	0.770387885	0.051403642	0.431697563		0.468396	0.120684218	0.007261813	
pseudo_4791	0.021413987	0.860669641	0.269307434		0.009051916	1.404635992	0.567993376	
pseudo_4792	3.173411307	0.00905629	0.789716125		0.136483165	0.022417505	0.012112615	
pseudo_4793	1.067573671	0.071151293	0.120316875		0.008901978	0.027670232	0.063026316	
pseudo_4794	0.324501805	0.053172889	0.219531012		0.134332526	0.00916451	0.054559572	
pseudo_4795	1.479961628	0.083518423	0.258964947		0.47176319	0.173979404	0.069844233	
pseudo_4796	0.409955007	0.085864404	0.299712463		0.038759315	0.015359324	0.096851747	
pseudo_4797	0.60440858	0.010611556	0.131598617		1.036912735	0.105912369	0.333864166	
pseudo_4798	0.257790791	0.49809888	0.720153413		1.274994245	0.092917989	0.763058795	
pseudo_4799	0.029770955	0.15701561	0.042515264		0.043562596	0.060554019	0.025821677	
pseudo_48	1.008423935	0.289499366	1.043895143		0.752373862	0.619445177	1.057667065	
pseudo_480	0.217098414	0.102743074	0.162257765		0.246204353	1.143268806	0.785985107	
pseudo_4800	0.03701228	0.155627298	0.002368526		0.018823833	0.203033548	0.077739144	
pseudo_4801	0.033134243	0.209324199	0.015739085		0.101519819	0.053064508	0.017898484	
pseudo_4802	2.328325897	0.35550753	1.437945534		0.594111873	0.240811625	0.205409567	
pseudo_4803	0.010266675	0.037738992	0.038635924		0.046709859	0.057233063	0.015107589	
pseudo_4804	0.179631277	0.786609942	0.040801366		2.580139291	0.086076805	0.387792652	
pseudo_4805	1.269591094	0.005144467	0.205749884		0.639307906	0.039978558	0.224229604	
pseudo_4806	0.69391769	0.412419743	0.696968207		1.773634657	0.849055017	1.989477769	
pseudo_4807	0.063280875	0.001468689	0.049895169		0.329311973	0.117832977	0.272181682	
pseudo_4808	0.053159763	0.441066537	0.186090729		0.016663734	0.219191639	0.152198599	
pseudo_4809	0.041645937	0.068685231	0.041938976		0.00012008	0.138836258	0.054735479	
pseudo_481	0.000933093	0.067134377	0.041463121		0.364664011	0.016812588	0.130748142	
pseudo_4810	0.822676612	1.92888738	2.054150749		1.83742479	1.808276698	1.989852643	
pseudo_4811	0.162353886	0.100076185	0.113501872		0.65031279	0.367374222	0.461912595	
pseudo_4812	1.295869576	0.569350121	1.142795696		0.383578499	0.134626396	0.324656199	
pseudo_4813	0.054692578	0.042700335	0.094312218		0.04165514	0.040554892	0.058357635	
pseudo_4814	0.001188195	0.004575739	0.000204121		0.191395478	0.056495879	0.082543064	
pseudo_4815	0.205267078	0.161253422	0.094013421		0.024737994	0.245926135	0.074581773	
pseudo_4816	1.468178096	0.017014103	0.751709197		1.569794675	0.05307385	0.728136796	
pseudo_4817	0.325189541	0.495007047	0.49305458		0.323309097	0.016258008	0.137528564	
pseudo_4818	0.183082985	0.152318756	0.00063612		0.036571593	0.048217988	0.061174675	
pseudo_4819	0.231116871	0.422185754	0.058738258		0.152862416	0.081125106	0.042821586	
pseudo_482	1.143728017	0.026954826	0.524789311		1.140052169	1.55574481	1.694977064	
pseudo_4820	0.65823548	0.892557896	1.282565531		0.000805219	0.021607095	0.000353698	
pseudo_4821	0.471257392	0.875903266	0.874340765		0.464045162	0.235697447	0.552388247	
pseudo_4822	0.115115382	0.008606509	0.047440302		0.161289734	0.03087817	0.016678263	
pseudo_4823	0.140439545	0.020088911	0.071939603		0.144245667	0.016635893	0.107911544	
pseudo_4824	0.101119839	0.235073943	0.382430451		0.204226202	0.059985582	0.124163061	
pseudo_4825	0.460839619	0.023673153	0.272125247		0.571277753	0.291940095	0.048762189	
pseudo_4826	0.217246637	0.048547898	0.279860589		0.231845481	0.279204706	0.362543685	
pseudo_4827	0.182262885	0.028008491	0.019979576		0.076604622	0.036155245	0.026257883	
pseudo_4828	0.029947645	0.734438478	0.839811496		1.701547142	1.806576693	2.737308739	
pseudo_4829	0.027161113	0.089022792	0.047180844		0.000426041	0.134655141	0.038191654	
pseudo_483	0.775696145	0.053994733	0.283451134		0.049179449	0.227721685	0.052927693	
pseudo_4830	0.274067544	0.013037583	0.183817978		0.001216165	0.03788365	0.041524333	
pseudo_4831	0.087473112	0.061091691	0.031336279		0.261791577	0.902472231	0.5330077	
pseudo_4832	0.134324902	0.067181878	0.14456151		0.41726341	0.406523315	0.695782535	
pseudo_4833	0.305353585	0.001039144	0.001324413		0.087087453	0.156881463	0.151551402	
pseudo_4834	0.282142596	0.061254725	0.016822817		0.222572528	0.326883018	0.069691161	
pseudo_4835	1.081483336	2.075401461	1.798409012		3.23471601	2.269890134	3.44717794	
pseudo_4836	0.464561746	0.031101481	0.324221443		0.130171968	0.010635286	0.060633133	
pseudo_4837	0.190374101	0.018080869	0.021083138		0.390277233	0.149675044	0.005446425	
pseudo_4838	0.021921596	0.448542398	0.224496526		0.006592843	0.646478902	0.313854445	
pseudo_4839	0.230572751	0.562600231	0.715801527		0.087475662	0.222109331	0.05327168	
pseudo_484	0.051810046	0.052884359	0.036044927		0.021943209	0.227621078	0.108144033	
pseudo_4840	0.09620585	0.033951807	0.051625345		0.038884603	0.026836479	0.003779264	
pseudo_4841	0.350923591	0.127200875	0.042788494		0.393150356	0.078445188	0.101253318	
pseudo_4842	0.531570314	0.002759862	0.119298655		0.116924286	0.30967552	0.014364044	
pseudo_4843	0.012945494	0.086453368	0.075313915		0.076647252	0.0227622	0.118841668	
pseudo_4844	0.061970779	0.059127438	0.072468004		0.048878613	0.354176617	0.120411169	
pseudo_4845	1.013840446	0.972985747	1.453257065		0.37512622	0.859747305	0.930920454	
pseudo_4846	0.539417056	1.082987481	0.970665902		0.062915284	0.398431522	0.196970501	
pseudo_4847	0.163315955	0.489919443	0.159721978		0.000652669	0.272689676	0.006327108	
pseudo_4848	1.130109552	0.224595032	0.467249883		0.629642299	0.157502017	0.074516595	
pseudo_4849	0.086913967	0.109888314	0.00501169		0.022986079	0.034112053	0.000634155	
pseudo_485	0.006520569	0.26340331	0.018044472		0.118244483	0.231215027	0.116952952	
pseudo_4850	1.547383476	0.422340746	1.104007749		0.348361567	0.004306811	0.233840616	
pseudo_4851	2.242015286	0.344535024	1.76444053		0.54528255	0.340957256	0.019462847	
pseudo_4852	0.149907754	0.03692323	0.024093172		0.071978359	0.147341138	0.043896686	
pseudo_4853	0.087049132	0.40619754	0.446202463		0.793360813	0.996230329	1.090464482	
pseudo_4854	1.373078763	0.139939535	0.960834633		1.279592803	0.228768447	1.280889249	
pseudo_4855	7.21E-05	0.604766534	0.218395885		0.025589925	0.567429934	0.163895442	
pseudo_4856	0.475797826	0.195912839	0.865513117		0.210965489	1.295362895	0.477936471	
pseudo_4857	1.334531205	0.255402141	0.413400337		0.601239066	0.279042931	0.054586739	
pseudo_4858	0.007713394	0.505549851	0.280230634		0.27746551	0.891960726	0.840284955	
pseudo_4859	0.170689269	0.759150511	0.113138436		0.022601929	0.864609985	1.03352985	
pseudo_486	0.553383982	0.123506474	0.267603978		1.53625681	0.536280103	0.003008149	
pseudo_4860	0.246321826	0.012503753	0.093374236		0.760543312	0.596145864	0.849004427	
pseudo_4861	0.261277295	8.00E-05	0.189036303		0.902264962	0.878852467	1.034370226	
pseudo_4862	0.056738304	0.761676686	0.321698138		2.746646725	1.20115245	2.305449497	
pseudo_4863	0.140392966	0.154631791	0.121750615		0.002422654	0.325957247	0.255772536	
pseudo_4864	0.015343084	0.121296429	0.005215614		0.007946655	0.211706394	0.131982013	
pseudo_4865	0.19100702	0.050810682	0.032907811		0.248241002	0.074322969	0.052436734	
pseudo_4866	0.149404921	0.05445965	0.070952104		0.072689223	0.073285588	0.039750717	
pseudo_4867	0.052083662	0.387473852	0.075712515		0.069311705	0.40720711	0.023642948	
pseudo_4868	0.08245011	0.066291456	0.013256654		0.149941333	0.311755925	0.550543062	
pseudo_4869	1.029507624	0.014586471	0.317464676		0.352787979	0.061496786	0.440837139	
pseudo_487	0.259597948	0.006883457	0.336227315		0.040946807	0.654196881	0.131865888	
pseudo_4870	0.227351395	0.04797216	6.05E-05		0.480806464	0.048364079	0.065206444	
pseudo_4871	1.592379434	0.000171301	0.411700256		0.659809455	0.017175386	0.403479685	
