NC_000014.9:+:61570538	ENST00000229465.10_1
NC_000022.11:+:42090944	ENST00000595777.5_1
NC_000022.11:-:20069470	ENST00000600937.5_1
NC_000022.11:+:30972465	ENST00000602393.1_1
NC_000022.11:-:42090771	ENST00000602718.1_1
NC_000022.11:-:30978843	ENST00000602847.1_1
NC_000022.11:-:30977850	ENST00000602955.1_1
NC_000022.11:+:28814915	ENST00000607919.1_1
NC_000022.11:-:18078883	ENST00000607927.1_1
NC_000022.11:+:19454179	ENST00000607934.1_1
NC_000022.11:-:50192551	ENST00000607943.1_1
NC_000022.11:+:38743526	ENST00000607991.1_1
NC_000022.11:-:29316841	ENST00000608014.1_1
NC_000022.11:-:20318780	ENST00000608275.1_1
NC_000022.11:+:46013656	ENST00000608290.1_1
NC_000022.11:+:30246189	ENST00000608354.1_1
NC_000022.11:+:17068402	ENST00000608373.1_1
NC_000022.11:-:20066433	ENST00000608610.5_1
NC_000022.11:+:42121197	ENST00000608643.5_1
NC_000022.11:+:30420762	ENST00000608677.1_1
NC_000022.11:+:19456853	ENST00000608816.1_1
NC_000022.11:+:32284683	ENST00000608926.1_1
NC_000022.11:-:30421728	ENST00000608952.1_1
NC_000022.11:+:17556574	ENST00000608960.1
NC_000022.11:+:42090944	ENST00000608974.5_1
NC_000022.11:-:31083516	ENST00000609017.1_1
NC_000022.11:+:21640844	ENST00000609038.1_1
NC_000022.11:-:35299512	ENST00000609073.1_1
NC_000022.11:+:38090028	ENST00000609162.1_1
NC_000022.11:-:45263878	ENST00000609206.2_1
NC_000022.11:+:38742177	ENST00000609212.1_1
NC_000022.11:+:50542673	ENST00000609268.1_1
NC_000022.11:+:40414930	ENST00000609279.1_1
NC_000022.11:-:45152585	ENST00000609284.1_1
NC_000022.11:-:25435069	ENST00000609330.1_1
NC_000022.11:-:38736791	ENST00000609428.1_1
NC_000022.11:+:25476160	ENST00000609475.1_1
NC_000022.11:+:42118348	ENST00000609499.5_1
NC_000022.11:-:23907067	ENST00000609510.1_1
NC_000022.11:+:30922408	ENST00000609557.1_1
NC_000022.11:+:42278489	ENST00000609564.1_1
NC_000022.11:+:41430934	ENST00000609612.1_1
NC_000022.11:-:20069470	ENST00000609644.5_1
NC_000022.11:+:23969539	ENST00000609736.1_1
NC_000022.11:-:46044002	ENST00000609737.1_1
NC_000022.11:+:19023040	ENST00000609839.1_1
NC_000022.11:-:19048575	ENST00000609958.1_1
NC_000022.11:+:25436312	ENST00000609964.1_1
NC_000022.11:+:35526932	ENST00000610000.1_1
NC_000022.11:-:50206146	ENST00000610050.1_1
NC_000022.11:+:21661934	ENST00000610143.1_1
NC_000022.11:+:33922071	ENST00000610170.1_1
NC_000022.11:-:20982224	ENST00000610278.1_1
NC_000022.11:-:22287183	ENST00000610778.1_1
NC_000022.11:+:30475290	ENST00000610936.4_1
NC_000022.11:+:18756348	ENST00000611876.1_1
NC_000022.11:+:26657587	ENST00000613780.4_1
NC_000022.11:+:31346890	ENST00000614284.1_1
NC_000022.11:+:26657587	ENST00000616213.4_1
NC_000022.11:+:26657587	ENST00000616469.4_1
NC_000022.11:+:42132050	ENST00000617009.4_1
NC_000022.11:-:46295999	ENST00000617229.1_1
NC_000022.11:+:42118348	ENST00000617396.4_1
NC_000022.11:+:26657587	ENST00000620145.4_1
NC_000022.11:-:18491246	ENST00000620909.1_1
NC_000022.11:+:42132050	ENST00000621190.1_1
NC_000022.11:-:18512186	ENST00000621762.1_1
NC_000022.11:+:37948352	ENST00000623111.1_1
NC_000022.11:-:46296677	ENST00000623117.1_1
NC_000022.11:+:36066533	ENST00000623420.1_1
NC_000022.11:+:39379610	ENST00000623458.1_1
NC_000022.11:+:36091148	ENST00000623490.1_1
NC_000022.11:-:18884681	ENST00000623570.1_2
NC_000022.11:+:50316035	ENST00000623684.1_1
NC_000022.11:-:31945353	ENST00000623735.1_1
NC_000022.11:-:49934240	ENST00000623759.1_1
NC_000022.11:-:25015071	ENST00000623888.1_1
NC_000022.11:-:25024651	ENST00000624101.1_1
NC_000022.11:+:37942780	ENST00000624344.1_1
NC_000022.11:+:39133090	ENST00000624656.1_1
NC_000022.11:+:46163303	ENST00000624818.1_1
NC_000022.11:+:49500568	ENST00000625038.1_1
NC_000022.11:+:23536880	ENST00000626825.1_1
NC_000022.11:+:23543626	ENST00000627127.1_1
NC_000022.11:-:20065250	ENST00000628442.1_1
NC_000022.11:+:30483139	ENST00000628773.1_1
NC_000022.11:-:19061842	ENST00000629517.1_1
NC_000022.11:+:23536880	ENST00000629869.1_1
NC_000022.11:-:48547386	ENST00000630584.1_1
NC_000022.11:+:35372174	ENST00000632196.1_1
NC_000022.11:-:24696032	ENST00000633827.1_1
NC_000022.11:+:42553955	ENST00000327678.9_1
NC_000003.12:+:149977398	ENST00000323689.9_1
NC_000003.12:+:6507799	ENST00000342990.3_1
NC_000003.12:-:28028603	ENST00000356047.3_1
NC_000003.12:-:29642808	ENST00000366321.2_1
NC_000003.12:-:37861767	ENST00000366441.4_1
NC_000003.12:-:129847990	ENST00000366451.3_1
NC_000003.12:+:139539812	ENST00000381790.3_1
NC_000003.12:+:129318106	ENST00000383461.6_1
NC_000003.12:-:10011117	ENST00000383808.6_1
NC_000003.12:+:50239618	ENST00000395152.3_1
NC_000003.12:-:47604315	ENST00000398957.1_1
NC_000003.12:-:155743725	ENST00000399242.3_1
NC_000003.12:+:190120951	ENST00000412203.1_1
NC_000003.12:+:21542791	ENST00000412369.1_1
NC_000003.12:+:192032209	ENST00000412486.1_1
NC_000003.12:-:4493177	ENST00000412804.1_1
NC_000003.12:+:40766206	ENST00000412811.1_1
NC_000003.12:+:15257590	ENST00000413977.1_1
NC_000003.12:-:194003673	ENST00000414309.1_1
NC_000003.12:+:197003277	ENST00000414354.1_1
NC_000003.12:+:27821498	ENST00000414382.5_1
NC_000003.12:+:6490910	ENST00000414438.1_1
NC_000003.12:-:178385292	ENST00000414475.1_1
NC_000003.12:+:6490910	ENST00000414603.1_1
NC_000003.12:+:197002951	ENST00000415244.1_1
NC_000003.12:-:194250152	ENST00000415869.5_1
NC_000003.12:-:48983984	ENST00000415982.1_1
NC_000003.12:+:48847936	ENST00000416209.2_1
NC_000003.12:+:195546523	ENST00000417011.1_1
NC_000003.12:+:187796175	ENST00000417384.1_1
NC_000003.12:-:14948147	ENST00000417835.1_1
NC_000003.12:-:194131211	ENST00000418353.1_1
NC_000003.12:-:1987469	ENST00000418972.1_1
NC_000003.12:+:49903987	ENST00000419183.1_1
NC_000003.12:+:194584013	ENST00000419571.1_1
NC_000003.12:+:13650663	ENST00000419618.2_1
NC_000003.12:-:186825524	ENST00000419745.1_1
NC_000003.12:-:195282973	ENST00000419899.1_1
NC_000003.12:-:3627303	ENST00000420000.6_1
NC_000003.12:-:10009141	ENST00000420091.5_1
NC_000003.12:-:8501661	ENST00000420095.1_1
NC_000003.12:+:15254181	ENST00000420195.1_1
NC_000003.12:+:196318339	ENST00000420226.1_1
NC_000003.12:-:7535283	ENST00000420230.1_1
NC_000003.12:-:37861767	ENST00000420870.5_1
NC_000003.12:+:186440394	ENST00000421006.1_1
NC_000003.12:-:176634456	ENST00000421034.1_1
NC_000003.12:+:48663761	ENST00000421275.1_1
NC_000003.12:-:178801935	ENST00000421498.1_1
NC_000003.12:-:49554339	ENST00000421598.1_1
NC_000003.12:-:50267409	ENST00000421735.1_1
NC_000003.12:-:184556917	ENST00000421870.1_1
NC_000003.12:-:194769135	ENST00000422271.1_1
NC_000003.12:-:43351961	ENST00000422681.1_1
NC_000003.12:+:857123	ENST00000423193.1_1
NC_000003.12:-:198039166	ENST00000423460.1_1
NC_000003.12:-:195657926	ENST00000423600.1_1
NC_000003.12:-:13480019	ENST00000424112.2_1
NC_000003.12:-:14649642	ENST00000424242.1_1
NC_000003.12:-:14947491	ENST00000424349.1_1
NC_000003.12:-:197665756	ENST00000424493.1_1
NC_000003.12:+:195912048	ENST00000424819.1_1
NC_000003.12:-:183809514	ENST00000425008.3_1
NC_000003.12:+:27802523	ENST00000425195.5_1
NC_000003.12:+:196250549	ENST00000425275.1_1
NC_000003.12:-:24459433	ENST00000425296.1_1
NC_000003.12:-:178860404	ENST00000425330.1_1
NC_000003.12:+:177294417	ENST00000425388.1_1
NC_000003.12:+:195658067	ENST00000425425.1_1
NC_000003.12:-:189240593	ENST00000425454.1_1
NC_000003.12:+:18693887	ENST00000425799.6_1
NC_000003.12:+:5962842	ENST00000425894.1_1
NC_000003.12:+:37386269	ENST00000425932.5_1
NC_000003.12:+:37399571	ENST00000426078.5_1
NC_000003.12:+:195543474	ENST00000426109.1_1
NC_000003.12:-:14948423	ENST00000426200.1_1
NC_000003.12:-:16697486	ENST00000426218.1_1
NC_000003.12:+:50260225	ENST00000426302.1_1
NC_000003.12:+:193553181	ENST00000426459.1_1
NC_000003.12:+:193980610	ENST00000426616.1_1
NC_000003.12:-:10011117	ENST00000426698.1_1
NC_000003.12:-:23806892	ENST00000426702.1_1
NC_000003.12:-:7560332	ENST00000427273.1_1
NC_000003.12:-:186665723	ENST00000428501.5_1
NC_000003.12:-:176867852	ENST00000428516.1_1
NC_000003.12:+:14144762	ENST00000428681.3_1
NC_000003.12:-:10011117	ENST00000429065.2_1
NC_000003.12:-:37861767	ENST00000429532.5_1
NC_000003.12:-:194312805	ENST00000429578.5_1
NC_000003.12:-:48983865	ENST00000429681.1_1
NC_000003.12:-:195860403	ENST00000429834.1_1
NC_000003.12:+:195658067	ENST00000429897.5_1
NC_000003.12:-:14948423	ENST00000430166.5_1
NC_000003.12:-:191234604	ENST00000430375.1_1
NC_000003.12:+:197298215	ENST00000430666.1_1
NC_000003.12:-:184105177	ENST00000431427.1_1
NC_000003.12:+:193553181	ENST00000431512.1_1
NC_000003.12:+:9947358	ENST00000431558.1_1
NC_000003.12:+:48847936	ENST00000431705.1_1
NC_000003.12:+:196912896	ENST00000432047.4_1
NC_000003.12:+:24494086	ENST00000432368.2_1
NC_000003.12:+:42770599	ENST00000432377.1_1
NC_000003.12:-:178859613	ENST00000432385.5_1
NC_000003.12:-:43779981	ENST00000432423.1_1
NC_000003.12:-:194206306	ENST00000432908.1_1
NC_000003.12:-:193627331	ENST00000433105.5_1
NC_000003.12:+:6490479	ENST00000433639.1_1
NC_000003.12:-:49554339	ENST00000433882.1_1
NC_000003.12:+:129315459	ENST00000433902.2_1
NC_000003.12:-:42654387	ENST00000434363.1_1
NC_000003.12:+:186807692	ENST00000434957.1_1
NC_000003.12:-:176635531	ENST00000434969.1_1
NC_000003.12:+:48847936	ENST00000435419.1_1
NC_000003.12:-:179147964	ENST00000435560.1_1
NC_000003.12:-:48446630	ENST00000435578.1_1
NC_000003.12:+:6148484	ENST00000435651.1_1
NC_000003.12:-:26622712	ENST00000435884.1_1
NC_000003.12:+:31709254	ENST00000436598.1_1
NC_000003.12:+:15257590	ENST00000436602.1_1
NC_000003.12:-:8593124	ENST00000437047.1_1
NC_000003.12:+:197003650	ENST00000437064.1_1
NC_000003.12:-:178860351	ENST00000437488.5_1
NC_000003.12:-:28028602	ENST00000437506.1_1
NC_000003.12:+:194497967	ENST00000437597.1_1
NC_000003.12:-:42654387	ENST00000438017.5_1
NC_000003.12:-:37861767	ENST00000438136.5_1
NC_000003.12:+:18462881	ENST00000438418.7_1
NC_000003.12:+:13650695	ENST00000438915.1_1
NC_000003.12:-:37821099	ENST00000439246.5_1
NC_000003.12:-:5187337	ENST00000439325.1_1
NC_000003.12:-:8611923	ENST00000439407.1_1
NC_000003.12:+:10285748	ENST00000439539.3_1
NC_000003.12:+:50260225	ENST00000439898.1_1
NC_000003.12:-:14947491	ENST00000440079.1_1
NC_000003.12:+:49260513	ENST00000440528.3_1
NC_000003.12:+:194275775	ENST00000440556.1_1
NC_000003.12:+:187448845	ENST00000440726.1_1
NC_000003.12:-:131361596	ENST00000441345.2_1
NC_000003.12:-:4979923	ENST00000441386.2_1
NC_000003.12:-:38454682	ENST00000441531.1_1
NC_000003.12:-:196632617	ENST00000441644.1_1
NC_000003.12:-:8016306	ENST00000441861.5_1
NC_000003.12:-:4887259	ENST00000441894.4_1
NC_000003.12:-:49642444	ENST00000442384.1_1
NC_000003.12:-:45509528	ENST00000442534.2_1
NC_000003.12:+:196431363	ENST00000442941.1_1
NC_000003.12:+:192515023	ENST00000443165.1_1
NC_000003.12:-:193627336	ENST00000444085.1_1
NC_000003.12:-:188947678	ENST00000444488.1_1
NC_000003.12:+:192029880	ENST00000444729.1_1
NC_000003.12:-:197165	ENST00000444879.5_1
NC_000003.12:+:196318339	ENST00000444939.1_1
NC_000003.12:-:37861767	ENST00000445429.5_1
NC_000003.12:+:195658067	ENST00000445430.5_1
NC_000003.12:-:42654387	ENST00000445452.1_1
NC_000003.12:+:195700192	ENST00000445707.3_1
NC_000003.12:-:8501661	ENST00000446281.5_1
NC_000003.12:+:195671916	ENST00000446521.1_1
NC_000003.12:+:26712307	ENST00000446601.1_1
NC_000003.12:+:197003091	ENST00000446695.1_1
NC_000003.12:+:194632927	ENST00000447139.1_1
NC_000003.12:-:44624944	ENST00000447691.2_1
NC_000003.12:+:173153737	ENST00000447709.1_1
NC_000003.12:+:196939391	ENST00000447775.1_1
NC_000003.12:+:194584013	ENST00000447982.5_1
NC_000003.12:+:195912048	ENST00000448113.1_1
NC_000003.12:+:20174304	ENST00000448208.5_1
NC_000003.12:+:194487136	ENST00000448892.1_1
NC_000003.12:-:42852445	ENST00000449063.2_1
NC_000003.12:-:171900710	ENST00000449106.1_1
NC_000003.12:-:4885768	ENST00000449914.5_1
NC_000003.12:+:30524745	ENST00000450746.1_1
NC_000003.12:-:37861767	ENST00000450990.5_1
NC_000003.12:-:25873718	ENST00000451284.5_1
NC_000003.12:-:46407065	ENST00000451485.1_1
NC_000003.12:-:178860348	ENST00000451742.5_1
NC_000003.12:-:196720	ENST00000451839.5_1
NC_000003.12:-:48989735	ENST00000452042.1_1
NC_000003.12:+:196318339	ENST00000452051.1_1
NC_000003.12:-:42533255	ENST00000452639.7_1
NC_000003.12:+:192029880	ENST00000452657.5_1
NC_000003.12:-:8501661	ENST00000452802.5_1
NC_000003.12:+:195658067	ENST00000452844.5_1
NC_000003.12:+:192516831	ENST00000452848.1_1
NC_000003.12:-:197374	ENST00000452919.1_1
NC_000003.12:+:195658067	ENST00000453324.5_1
NC_000003.12:+:186079170	ENST00000453370.1_1
NC_000003.12:+:194584013	ENST00000453671.5_1
NC_000003.12:+:50260225	ENST00000453717.1_1
NC_000003.12:+:194708471	ENST00000454508.1_1
NC_000003.12:+:20342467	ENST00000455626.1_1
NC_000003.12:+:194768801	ENST00000455796.1_1
NC_000003.12:-:8501661	ENST00000455811.2_1
NC_000003.12:+:194247647	ENST00000455821.1_1
NC_000003.12:-:186665723	ENST00000455926.3_1
NC_000003.12:+:34203222	ENST00000455974.1_1
NC_000003.12:+:27821498	ENST00000455984.1_1
NC_000003.12:-:177628286	ENST00000456755.1_1
NC_000003.12:+:43087462	ENST00000457115.1_1
NC_000003.12:+:195658067	ENST00000457233.5_1
NC_000003.12:-:44685646	ENST00000457331.1_1
NC_000003.12:-:184773154	ENST00000457449.1_1
NC_000003.12:-:37861767	ENST00000457661.5_1
NC_000003.12:+:195908075	ENST00000458180.1_1
NC_000003.12:+:195094393	ENST00000458531.1_1
NC_000003.12:-:8611899	ENST00000458666.1_1
NC_000003.12:-:135439828	ENST00000459861.5_1
NC_000003.12:+:113019517	ENST00000460707.1_1
NC_000003.12:-:65954553	ENST00000460754.1_1
NC_000003.12:+:157175222	ENST00000460796.1_1
NC_000003.12:+:64684888	ENST00000460833.1_1
NC_000003.12:-:142472596	ENST00000460977.1_1
NC_000003.12:+:78266943	ENST00000461528.5_1
NC_000003.12:-:136862018	ENST00000461864.5_1
NC_000003.12:-:98732647	ENST00000461931.1_1
NC_000003.12:+:150761936	ENST00000461943.1_1
NC_000003.12:-:113591054	ENST00000462180.1_1
NC_000003.12:+:153376181	ENST00000462300.1_1
NC_000003.12:-:72100859	ENST00000462492.5_1
NC_000003.12:-:62318936	ENST00000462497.5_1
NC_000003.12:+:155240944	ENST00000462531.1_1
NC_000003.12:+:64011783	ENST00000462717.1_1
NC_000003.12:+:153431856	ENST00000462835.1_1
NC_000003.12:-:149385799	ENST00000462931.1_1
NC_000003.12:-:111070366	ENST00000463025.1_1
NC_000003.12:-:149649915	ENST00000463167.1_2
NC_000003.12:+:75672261	ENST00000463183.1_1
NC_000003.12:-:156673593	ENST00000463449.1_1
NC_000003.12:+:150707967	ENST00000463755.1_1
NC_000003.12:+:128489243	ENST00000464242.1_1
NC_000003.12:-:72100419	ENST00000464271.1_1
NC_000003.12:+:67654746	ENST00000464420.5_1
NC_000003.12:+:52239254	ENST00000464958.1_1
NC_000003.12:+:62950429	ENST00000465262.5_1
NC_000003.12:+:185728208	ENST00000465364.1_1
NC_000003.12:-:4856760	ENST00000465436.5_1
NC_000003.12:+:158732239	ENST00000465477.5_1
NC_000003.12:+:62950429	ENST00000465684.5_1
NC_000003.12:+:71289720	ENST00000465742.2_1
NC_000003.12:+:143131160	ENST00000465880.1_1
NC_000003.12:+:57693180	ENST00000465933.1_1
NC_000003.12:+:181699574	ENST00000466034.5_1
NC_000003.12:-:135439828	ENST00000466206.5_1
NC_000003.12:-:119323082	ENST00000466292.1_1
NC_000003.12:-:9363021	ENST00000466431.6_1
NC_000003.12:+:107240691	ENST00000466734.5_1
NC_000003.12:-:62318891	ENST00000466893.5_1
NC_000003.12:-:9397438	ENST00000467069.6_1
NC_000003.12:-:52298903	ENST00000467187.1_1
NC_000003.12:+:113019517	ENST00000467342.1_1
NC_000003.12:-:111069958	ENST00000467426.5_1
NC_000003.12:+:171468084	ENST00000467896.2_1
NC_000003.12:+:62950429	ENST00000468072.1_1
NC_000003.12:-:9396646	ENST00000468186.5_1
NC_000003.12:+:170410512	ENST00000468232.1_1
NC_000003.12:+:158732239	ENST00000468242.5_1
NC_000003.12:+:128489243	ENST00000468377.1_1
NC_000003.12:-:72100419	ENST00000468646.6_2
NC_000003.12:-:125887334	ENST00000468859.1_1
NC_000003.12:+:63860645	ENST00000468961.2_1
NC_000003.12:+:120095248	ENST00000469070.1_1
NC_000003.12:-:62262864	ENST00000469148.1_1
NC_000003.12:+:157081785	ENST00000469196.1_1
NC_000003.12:-:72234243	ENST00000469218.5_1
NC_000003.12:+:55487692	ENST00000469484.1_1
NC_000003.12:+:148280853	ENST00000469812.1_1
NC_000003.12:-:9397438	ENST00000469846.2_1
NC_000003.12:+:155290254	ENST00000470024.1_1
NC_000003.12:+:148191719	ENST00000470219.2_1
NC_000003.12:-:136862018	ENST00000470236.1_1
NC_000003.12:+:57628810	ENST00000470427.1_1
NC_000003.12:-:163303339	ENST00000470546.5_1
NC_000003.12:-:72100096	ENST00000470712.1_1
NC_000003.12:+:119226475	ENST00000470790.1_1
NC_000003.12:+:150703541	ENST00000471093.5_1
NC_000003.12:+:149976755	ENST00000471176.2_1
NC_000003.12:-:157122992	ENST00000471357.1_1
NC_000003.12:+:42809475	ENST00000471537.3_1
NC_000003.12:+:157089880	ENST00000471719.1_1
NC_000003.12:+:64003230	ENST00000472046.1_1
NC_000003.12:+:115100476	ENST00000472323.1_1
NC_000003.12:+:58572661	ENST00000472513.1_1
NC_000003.12:+:65893816	ENST00000472514.1_1
NC_000003.12:-:180602051	ENST00000472596.1_1
NC_000003.12:-:52298903	ENST00000472761.1_1
NC_000003.12:+:150096465	ENST00000472821.5_1
NC_000003.12:+:150238684	ENST00000472890.5_1
NC_000003.12:-:156817012	ENST00000472943.5_1
NC_000003.12:-:135439828	ENST00000473001.1_1
NC_000003.12:-:170741322	ENST00000473110.1_1
NC_000003.12:-:147370656	ENST00000473299.1_1
NC_000003.12:-:156817012	ENST00000473352.1_1
NC_000003.12:+:107240717	ENST00000473550.1_1
NC_000003.12:-:163220140	ENST00000474168.5_1
NC_000003.12:-:136862018	ENST00000474250.5_1
NC_000003.12:-:150225189	ENST00000474444.1_1
NC_000003.12:-:111071565	ENST00000474769.5_1
NC_000003.12:-:62318936	ENST00000474795.5_1
NC_000003.12:+:98902419	ENST00000474798.1_1
NC_000003.12:+:157230279	ENST00000475102.1_1
NC_000003.12:+:10284428	ENST00000475197.1_1
NC_000003.12:-:62318891	ENST00000475371.5_1
NC_000003.12:+:150704012	ENST00000475393.1_1
NC_000003.12:-:98732531	ENST00000475816.5_1
NC_000003.12:-:151928204	ENST00000475855.1_1
NC_000003.12:+:62950429	ENST00000475886.5_1
NC_000003.12:-:86028006	ENST00000476021.1_1
NC_000003.12:-:111071385	ENST00000476301.5_1
NC_000003.12:-:118557666	ENST00000476460.1_1
NC_000003.12:+:181610362	ENST00000476964.5_1
NC_000003.12:-:138942622	ENST00000477059.1_1
NC_000003.12:+:148160911	ENST00000477153.1_1
NC_000003.12:+:158740417	ENST00000477589.5_1
NC_000003.12:+:181699574	ENST00000477928.1_1
NC_000003.12:-:156674378	ENST00000478005.1_1
NC_000003.12:+:52823954	ENST00000478366.1_1
NC_000003.12:-:72550993	ENST00000478745.1_1
NC_000003.12:+:142964176	ENST00000478823.1_1
NC_000003.12:-:62318936	ENST00000479018.5_1
NC_000003.12:-:62318891	ENST00000479588.1_1
NC_000003.12:-:169985835	ENST00000479626.1_1
NC_000003.12:+:149658208	ENST00000479752.1_1
NC_000003.12:-:154121274	ENST00000480639.5_1
NC_000003.12:+:157163607	ENST00000480817.1_1
NC_000003.12:-:9397034	ENST00000480904.2_1
NC_000003.12:-:128865603	ENST00000480931.1_1
NC_000003.12:-:9397493	ENST00000481221.6_1
NC_000003.12:+:64685107	ENST00000481312.1_1
NC_000003.12:-:112749318	ENST00000481624.1_1
NC_000003.12:+:134313497	ENST00000482019.1_1
NC_000003.12:-:118557667	ENST00000482142.5_1
NC_000003.12:+:69013771	ENST00000482368.2_1
NC_000003.12:-:152151726	ENST00000482382.1_1
NC_000003.12:+:67654746	ENST00000482677.5_1
NC_000003.12:+:69999732	ENST00000483525.1_1
NC_000003.12:-:138944013	ENST00000483650.1_1
NC_000003.12:+:52239254	ENST00000483834.1_1
NC_000003.12:+:120094894	ENST00000484076.1_1
NC_000003.12:-:117997578	ENST00000484092.1_1
NC_000003.12:-:107240637	ENST00000484698.5_1
NC_000003.12:-:155183284	ENST00000484721.2_1
NC_000003.12:+:168903366	ENST00000484765.2_1
NC_000003.12:+:109648107	ENST00000485384.1_1
NC_000003.12:+:120095248	ENST00000485898.1_1
NC_000003.12:-:160225711	ENST00000486168.1_1
NC_000003.12:-:112409133	ENST00000486726.2_1
NC_000003.12:+:59064846	ENST00000487624.1_1
NC_000003.12:-:153162044	ENST00000487827.1_1
NC_000003.12:+:150039162	ENST00000487840.5_1
NC_000003.12:-:98732647	ENST00000488132.5_1
NC_000003.12:-:63550050	ENST00000488201.1_1
NC_000003.12:-:159768730	ENST00000488247.1_1
NC_000003.12:+:84884936	ENST00000488348.1_1
NC_000003.12:-:72100859	ENST00000488545.1_1
NC_000003.12:-:156751537	ENST00000488584.1_1
NC_000003.12:-:58170617	ENST00000488720.1_1
NC_000003.12:-:182793363	ENST00000488882.1_1
NC_000003.12:+:149284778	ENST00000489011.1_1
NC_000003.12:-:9396646	ENST00000489616.1_1
NC_000003.12:+:150097991	ENST00000489690.1_1
NC_000003.12:-:113167768	ENST00000490139.1_1
NC_000003.12:+:143381338	ENST00000490153.1_1
NC_000003.12:+:116360024	ENST00000490351.1_1
NC_000003.12:+:163026399	ENST00000490357.1_1
NC_000003.12:-:146069717	ENST00000490375.1_1
NC_000003.12:+:155240944	ENST00000490497.1_1
NC_000003.12:+:183548705	ENST00000491676.1_1
NC_000003.12:-:111071565	ENST00000491709.5_1
NC_000003.12:-:154121199	ENST00000491862.5_1
NC_000003.12:-:9363021	ENST00000491930.2_1
NC_000003.12:+:146064042	ENST00000491932.1_1
NC_000003.12:+:181610362	ENST00000492337.5_1
NC_000003.12:+:149086321	ENST00000492461.1_1
NC_000003.12:-:153387367	ENST00000492569.1_1
NC_000003.12:-:141919020	ENST00000492725.1_1
NC_000003.12:+:75674413	ENST00000492922.1_1
NC_000003.12:-:156674378	ENST00000492937.1_1
NC_000003.12:-:113747810	ENST00000492981.1_1
NC_000003.12:+:142964176	ENST00000493825.1_1
NC_000003.12:-:9397438	ENST00000494680.6_1
NC_000003.12:+:146064893	ENST00000494745.2_1
NC_000003.12:+:157286160	ENST00000494885.1_1
NC_000003.12:+:149657073	ENST00000495094.1_1
NC_000003.12:+:107240717	ENST00000495228.1_1
NC_000003.12:+:180679958	ENST00000495357.1_1
NC_000003.12:+:124781022	ENST00000495917.1_1
NC_000003.12:+:168288553	ENST00000496247.1_1
NC_000003.12:+:113019517	ENST00000496389.5_1
NC_000003.12:+:67668247	ENST00000496640.2_1
NC_000003.12:+:78267006	ENST00000496674.1_2
NC_000003.12:+:158740426	ENST00000496842.1_1
NC_000003.12:+:63105975	ENST00000497573.1_1
NC_000003.12:+:142964058	ENST00000497652.5_1
NC_000003.12:-:111497088	ENST00000497896.1_1
NC_000003.12:-:81764766	ENST00000497946.1_1
NC_000003.12:+:150238710	ENST00000498005.1_1
NC_000003.12:+:112302486	ENST00000498032.5_1
NC_000003.12:-:9396646	ENST00000498199.1_1
NC_000003.12:-:128871539	ENST00000498297.1_1
NC_000003.12:+:153357146	ENST00000498457.1_1
NC_000003.12:-:62318891	ENST00000498655.5_1
NC_000003.12:+:181563721	ENST00000498731.5_1
NC_000003.12:+:126180075	ENST00000502278.1_1
NC_000003.12:-:131381465	ENST00000502521.1_1
NC_000003.12:+:129317630	ENST00000502789.2_1
NC_000003.12:+:131517831	ENST00000503006.1_1
NC_000003.12:+:139389844	ENST00000504670.5_1
NC_000003.12:+:139837300	ENST00000504735.1_1
NC_000003.12:+:130112549	ENST00000504808.2_1
NC_000003.12:-:133037051	ENST00000505557.1_1
NC_000003.12:-:131072334	ENST00000506476.5_1
NC_000003.12:+:139389844	ENST00000507362.5_1
NC_000003.12:-:141367271	ENST00000507698.1_1
NC_000003.12:+:130112549	ENST00000507856.1_1
NC_000003.12:+:126084214	ENST00000507924.1_1
NC_000003.12:-:129969293	ENST00000509201.1_1
NC_000003.12:+:139389844	ENST00000510068.5_1
NC_000003.12:-:125910324	ENST00000510244.1_1
NC_000003.12:+:126084214	ENST00000511301.1_1
NC_000003.12:+:126266783	ENST00000511512.1_1
NC_000003.12:-:131330875	ENST00000511699.1_1
NC_000003.12:+:129315146	ENST00000511998.1_1
NC_000003.12:+:126266783	ENST00000512435.1_1
NC_000003.12:+:139389844	ENST00000512622.1_1
NC_000003.12:+:140972332	ENST00000513802.1_1
NC_000003.12:-:131361616	ENST00000513905.1_1
NC_000003.12:-:130094259	ENST00000514010.1_1
NC_000003.12:+:130112549	ENST00000514145.5_1
NC_000003.12:-:126294023	ENST00000514281.1_1
NC_000003.12:+:139389844	ENST00000514729.1_1
NC_000003.12:+:139389844	ENST00000515247.5_1
NC_000003.12:-:133456021	ENST00000515542.1_1
NC_000003.12:-:9363021	ENST00000517687.1_1
NC_000003.12:-:9363021	ENST00000517846.1_1
NC_000003.12:-:9363021	ENST00000518331.1_1
NC_000003.12:-:9397493	ENST00000518437.1_1
NC_000003.12:-:9398578	ENST00000519043.5_1
NC_000003.12:-:9397493	ENST00000520447.1_1
NC_000003.12:-:9396646	ENST00000521267.5_1
NC_000003.12:-:9397438	ENST00000521609.5_1
NC_000003.12:-:9398754	ENST00000521708.1_1
NC_000003.12:-:9391837	ENST00000522221.1_1
NC_000003.12:-:9397493	ENST00000522525.5_1
NC_000003.12:-:9390479	ENST00000523354.1_1
NC_000003.12:-:9396646	ENST00000524210.1_1
NC_000003.12:-:14303843	ENST00000525575.1_1
