ENST00000493797.1_1	RP11-34P13.14	ENST00000423372.3	AL627309.1
ENST00000462662.1_1	RP11-212P7.3	ENST00000481454.1_1	HILPDA
ENST00000462662.1_1	RP11-212P7.3	ENST00000466473.1_1	HILPDA
ENST00000493710.1_1	RP11-155G14.6	ENST00000435296.2_1	HILPDA
ENST00000493710.1_1	RP11-155G14.6	ENST00000257696.4_1	HILPDA
ENST00000493710.1_1	RP11-155G14.6	ENST00000481454.1_1	HILPDA
ENST00000493710.1_1	RP11-155G14.6	ENST00000466473.1_1	HILPDA
ENST00000469965.1_1	RP11-309L24.2	ENST00000249289.4_1	ATP6V1F
ENST00000469965.1_1	RP11-309L24.2	ENST00000492758.1_1	ATP6V1F
ENST00000608694.1_1	RP11-448A19.1	ENST00000393232.5_1	NRF1
ENST00000608694.1_1	RP11-448A19.1	ENST00000477428.5_1	NRF1
ENST00000608694.1_1	RP11-448A19.1	ENST00000454688.5_1	NRF1
ENST00000608694.1_1	RP11-448A19.1	ENST00000223190.8_1	NRF1
ENST00000608694.1_1	RP11-448A19.1	ENST00000311967.6_1	NRF1
ENST00000587038.2_1	RP11-306G20.1	ENST00000480245.5_1	UBE2H
ENST00000587038.2_1	RP11-306G20.1	ENST00000473814.6_1	UBE2H
ENST00000587038.2_1	RP11-306G20.1	ENST00000490974.1_1	UBE2H
ENST00000587038.2_1	RP11-306G20.1	ENST00000472396.5_2	UBE2H
ENST00000587038.2_1	RP11-306G20.1	ENST00000355621.7_1	UBE2H
ENST00000610046.2_1	MESTIT1	ENST00000393187.5_1	MEST
ENST00000610046.2_1	MESTIT1	ENST00000421001.5_1	MEST
ENST00000604666.1_1	RP11-2E11.6	ENST00000475188.1_1	MEST
ENST00000604666.1_1	RP11-2E11.6	ENST00000494868.1_1	MEST
ENST00000604666.1_1	RP11-2E11.6	ENST00000463263.1_1	MEST
ENST00000604666.1_1	RP11-2E11.6	ENST00000488093.1_1	MEST
ENST00000604965.1_1	RP11-2E11.9	ENST00000490070.1	COPG2
ENST00000451786.5_1	LINC-PINT	ENST00000421797.6_1	MKLN1
ENST00000451786.5_1	LINC-PINT	ENST00000416992.6_1	MKLN1
ENST00000447904.5_1	MKLN1-AS	ENST00000446815.5_1	MKLN1
ENST00000447904.5_1	MKLN1-AS	ENST00000494286.5_1	MKLN1
ENST00000447904.5_1	MKLN1-AS	ENST00000352689.10_1	MKLN1
ENST00000447904.5_1	MKLN1-AS	ENST00000494785.5_1	MKLN1
ENST00000447904.5_1	MKLN1-AS	ENST00000458153.5_1	MKLN1
ENST00000454515.5_1	MKLN1-AS	ENST00000446815.5_1	MKLN1
ENST00000454515.5_1	MKLN1-AS	ENST00000494286.5_1	MKLN1
ENST00000454515.5_1	MKLN1-AS	ENST00000352689.10_1	MKLN1
ENST00000454515.5_1	MKLN1-AS	ENST00000494785.5_1	MKLN1
ENST00000454515.5_1	MKLN1-AS	ENST00000458153.5_1	MKLN1
ENST00000444245.5_1	MKLN1-AS	ENST00000446815.5_1	MKLN1
ENST00000444245.5_1	MKLN1-AS	ENST00000494286.5_1	MKLN1
ENST00000444245.5_1	MKLN1-AS	ENST00000352689.10_1	MKLN1
ENST00000444245.5_1	MKLN1-AS	ENST00000494785.5_1	MKLN1
ENST00000444245.5_1	MKLN1-AS	ENST00000458153.5_1	MKLN1
ENST00000429067.5_1	MKLN1-AS	ENST00000446815.5_1	MKLN1
ENST00000429067.5_1	MKLN1-AS	ENST00000494286.5_1	MKLN1
ENST00000429067.5_1	MKLN1-AS	ENST00000352689.10_1	MKLN1
ENST00000429067.5_1	MKLN1-AS	ENST00000494785.5_1	MKLN1
ENST00000429067.5_1	MKLN1-AS	ENST00000458153.5_1	MKLN1
ENST00000416220.5_1	MKLN1-AS	ENST00000446815.5_1	MKLN1
ENST00000416220.5_1	MKLN1-AS	ENST00000494286.5_1	MKLN1
ENST00000416220.5_1	MKLN1-AS	ENST00000352689.10_1	MKLN1
ENST00000416220.5_1	MKLN1-AS	ENST00000494785.5_1	MKLN1
ENST00000416220.5_1	MKLN1-AS	ENST00000458153.5_1	MKLN1
ENST00000447514.1_1	MKLN1-AS	ENST00000446815.5_1	MKLN1
ENST00000447514.1_1	MKLN1-AS	ENST00000494286.5_1	MKLN1
ENST00000447514.1_1	MKLN1-AS	ENST00000352689.10_1	MKLN1
ENST00000447514.1_1	MKLN1-AS	ENST00000494785.5_1	MKLN1
ENST00000447514.1_1	MKLN1-AS	ENST00000458153.5_1	MKLN1
ENST00000332558.8_1	FLJ40288	ENST00000378539.5_1	PLXNA4
ENST00000608819.1_1	RP11-134L10.1	ENST00000488161.1_1	C7orf49
ENST00000608819.1_1	RP11-134L10.1	ENST00000481410.1_1	C7orf49
ENST00000419211.1_1	AC015987.1	ENST00000416501.1	AC015987.2
ENST00000419211.1_1	AC015987.1	ENST00000589735.1_1	LUZP6
ENST00000608266.1_1	RP11-634H22.1	ENST00000608368.5_1	LUC7L2
ENST00000608266.1_1	RP11-634H22.1	ENST00000619796.4_1	LUC7L2
ENST00000608266.1_1	RP11-634H22.1	ENST00000354926.8_1	LUC7L2
ENST00000608266.1_1	RP11-634H22.1	ENST00000435096.1_1	LUC7L2
ENST00000608266.1_1	RP11-634H22.1	ENST00000456182.5_1	LUC7L2
ENST00000566699.1_1	JHDM1D-AS1	ENST00000397560.6_1	KDM7A
ENST00000465466.1_1	NDUFB2-AS1	ENST00000476279.5_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000247866.8_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000461457.1_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000465506.5_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000464564.6_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000476181.5_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000464566.5_2	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000460088.5_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000472695.5_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000476470.5_1	NDUFB2
ENST00000465466.1_1	NDUFB2-AS1	ENST00000471136.5_1	NDUFB2
ENST00000566357.1_1	RP11-744I24.2	ENST00000355413.8_1	AGK
ENST00000566357.1_1	RP11-744I24.2	ENST00000629555.2_1	AGK
ENST00000566357.1_1	RP11-744I24.2	ENST00000473247.5_1	AGK
ENST00000566357.1_1	RP11-744I24.2	ENST00000495028.5_1	AGK
ENST00000566357.1_1	RP11-744I24.2	ENST00000473884.5_1	AGK
ENST00000567503.1_1	RP11-744I24.2	ENST00000355413.8_1	AGK
ENST00000567503.1_1	RP11-744I24.2	ENST00000629555.2_1	AGK
ENST00000567503.1_1	RP11-744I24.2	ENST00000473247.5_1	AGK
ENST00000567503.1_1	RP11-744I24.2	ENST00000495028.5_1	AGK
ENST00000567503.1_1	RP11-744I24.2	ENST00000473884.5_1	AGK
ENST00000484172.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000484172.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000486906.1_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000465110.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000495800.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000471512.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000488785.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000473776.1_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000459753.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000478332.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000265304.10_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000612337.4_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000496622.1_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000498107.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000489378.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000469123.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000467681.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000465582.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000461433.1_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000463093.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000465167.1_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000468267.1_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000484178.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000473783.5_1	SSBP1
ENST00000462383.5_1	WEE2-AS1	ENST00000481508.1_1	SSBP1
ENST00000438839.2_1	RP11-114L10.2	ENST00000619250.1_1	TRPV6
ENST00000438839.2_1	RP11-114L10.2	ENST00000485138.5_1	TRPV6
ENST00000438839.2_1	RP11-114L10.2	ENST00000474388.1_1	TRPV6
ENST00000595842.2_1	RP11-556I13.2	ENST00000408947.4_1	TAS2R40
ENST00000446192.1_1	AC073342.12	ENST00000310447.9_1	CASP2
ENST00000446192.1_1	AC073342.12	ENST00000619992.4_1	CASP2
ENST00000429630.1_1	AC093673.5	ENST00000322764.9_1	ZYX
ENST00000429630.1_1	AC093673.5	ENST00000449630.5_2	ZYX
ENST00000429630.1_1	AC093673.5	ENST00000468083.1_1	ZYX
ENST00000429630.1_1	AC093673.5	ENST00000457235.5_2	ZYX
ENST00000429289.5_1	EPHA1-AS1	ENST00000497891.1_1	EPHA1
ENST00000429289.5_1	EPHA1-AS1	ENST00000488068.5_1	EPHA1
ENST00000421648.1_1	EPHA1-AS1	ENST00000497891.1_1	EPHA1
ENST00000421648.1_1	EPHA1-AS1	ENST00000488068.5_1	EPHA1
ENST00000498693.5_1	RP4-545C24.1	ENST00000378115.2_1	ARHGEF35
ENST00000460955.5_1	RP4-545C24.1	ENST00000378115.2_1	ARHGEF35
ENST00000464929.5_1	RP4-545C24.1	ENST00000378115.2_1	ARHGEF35
ENST00000474656.5_1	RP4-545C24.1	ENST00000378115.2_1	ARHGEF35
ENST00000493248.5_1	RP4-545C24.1	ENST00000378115.2_1	ARHGEF35
ENST00000480074.1_1	RP4-545C24.1	ENST00000378115.2_1	ARHGEF35
ENST00000476560.1_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000476560.1_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000478925.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000478925.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000470435.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000470435.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000487102.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000487102.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000468575.1_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000468575.1_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000496968.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000496968.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000463561.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000463561.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000489488.1_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000489488.1_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000462305.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000462305.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000486094.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000486094.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000475089.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000475089.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000478806.1_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000478806.1_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000488041.5_1	OR2A1-AS1	ENST00000498580.5_1	ARHGEF5
ENST00000488041.5_1	OR2A1-AS1	ENST00000056217.9_1	ARHGEF5
ENST00000610085.1_1	RP5-1136G13.2	ENST00000409469.5_1	CUL1
ENST00000610085.1_1	RP5-1136G13.2	ENST00000602748.5_1	CUL1
ENST00000610085.1_1	RP5-1136G13.2	ENST00000325222.8_1	CUL1
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000421974.6_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000456496.6_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000611515.4_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000615196.4_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000464683.5_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000479613.5_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000471877.5_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000606024.5_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000464662.5_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000425642.2_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000483478.5_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000490092.1_1	ATP6V0E2
ENST00000488315.5_1	ATP6V0E2-AS1	ENST00000495408.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000421974.6_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000456496.6_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000611515.4_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000615196.4_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000464683.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000479613.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000471877.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000606024.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000464662.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000425642.2_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000483478.5_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000490092.1_1	ATP6V0E2
ENST00000461019.5_1	ATP6V0E2-AS1	ENST00000495408.5_1	ATP6V0E2
ENST00000563946.1_1	RP4-584D14.7	ENST00000466675.5_1	RARRES2
ENST00000563946.1_1	RP4-584D14.7	ENST00000478771.2_1	RARRES2
ENST00000563946.1_1	RP4-584D14.7	ENST00000482669.1_1	RARRES2
ENST00000563946.1_1	RP4-584D14.7	ENST00000467793.5_1	RARRES2
ENST00000563946.1_1	RP4-584D14.7	ENST00000223271.7_1	RARRES2
ENST00000485974.1_1	RP11-148K1.12	ENST00000469467.1_1	SLC4A2
ENST00000485974.1_1	RP11-148K1.12	ENST00000465272.1_1	FASTK
ENST00000485974.1_1	RP11-148K1.12	ENST00000459800.1_1	FASTK
ENST00000607902.1_1	RP4-548D19.3	ENST00000496530.1_1	SMARCD3
ENST00000607902.1_1	RP4-548D19.3	ENST00000472789.1_1	SMARCD3
ENST00000466775.1_1	RP5-1070G24.2	ENST00000485610.5_1	SMARCD3
ENST00000466775.1_1	RP5-1070G24.2	ENST00000472988.5_1	SMARCD3
ENST00000466775.1_1	RP5-1070G24.2	ENST00000262188.12_1	SMARCD3
ENST00000489632.5_1	WDR86-AS1	ENST00000469830.2_1	WDR86
ENST00000489632.5_1	WDR86-AS1	ENST00000484630.1_1	WDR86
ENST00000489632.5_1	WDR86-AS1	ENST00000334493.10_1	WDR86
ENST00000489632.5_1	WDR86-AS1	ENST00000628331.1_1	WDR86
ENST00000480632.5_1	WDR86-AS1	ENST00000469830.2_1	WDR86
ENST00000480632.5_1	WDR86-AS1	ENST00000484630.1_1	WDR86
ENST00000480632.5_1	WDR86-AS1	ENST00000334493.10_1	WDR86
ENST00000480632.5_1	WDR86-AS1	ENST00000628331.1_1	WDR86
ENST00000466677.1_1	WDR86-AS1	ENST00000469830.2_1	WDR86
ENST00000466677.1_1	WDR86-AS1	ENST00000484630.1_1	WDR86
ENST00000466677.1_1	WDR86-AS1	ENST00000334493.10_1	WDR86
ENST00000466677.1_1	WDR86-AS1	ENST00000628331.1_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000469830.2_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000484630.1_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000334493.10_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000628331.1_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000621812.2_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000496971.1_1	WDR86
ENST00000460148.1_1	WDR86-AS1	ENST00000477459.5_1	WDR86
ENST00000464464.1_1	PRKAG2-AS1	ENST00000474383.1_1	PRKAG2
ENST00000464464.1_1	PRKAG2-AS1	ENST00000488258.5_1	PRKAG2
ENST00000464464.1_1	PRKAG2-AS1	ENST00000287878.8_1	PRKAG2
ENST00000464464.1_1	PRKAG2-AS1	ENST00000481434.5_1	PRKAG2
ENST00000467458.2_1	PRKAG2-AS1	ENST00000474383.1_1	PRKAG2
ENST00000467458.2_1	PRKAG2-AS1	ENST00000488258.5_1	PRKAG2
